,0
0,0.00018805029155899433
1,0.0009358358458158023
2,0.02300695965459454
3,0.07902435563300969
4,0.13783568728104
5,0.16904877335764468
6,0.16847187495295657
7,0.14337768075347412
8,0.10794812773474405
9,0.07284926331510633
10,0.045808646605848935
11,0.02586391053762327
12,0.01388461485759862
13,0.00726144337643575
14,0.00311955300360367
15,0.0012803930651301698
16,0.00013388227602995073
17,5.725285211966025e-05
18,0.0001092070824657565
19,-0.0002055137550653896
