cov,delta,correlation,delta_root
1.6110660357772986,7935.635641021986,0.0385650779447549,89.08218475667279
-1.0444866442412604,135.7341816924924,-0.0067331313418934734,11.6505013494052
524.5936994745862,13.279422033884298,0.7347884042225938,3.6440941307661494
18.27982410416007,29.992045072154205,0.01039400368737642,5.476499344668472
-402.412689935416,77.91241219409505,-0.037317263841223754,8.826800790439028
-484.54404293373227,46.488489879733464,-0.029428816571995496,6.818246833294719
1087.448073670268,9.607162255069856,0.1591309335789931,3.099542265411113
7309.700142040849,8.97841070628903,0.6677478012242982,2.9963996239301975
25523.127455830574,6.0677147725961085,0.8642303413568243,2.4632731826973857
14313.142127215862,13.157269012974142,0.5554149962414897,3.6272949994416144
10020.399708732963,24.911725550023835,0.21014213515471544,4.991164748836071
26930.420206397772,9.252288127633248,0.7619093494191096,3.0417574077551364
28368.802824407816,2.20765624387278,0.9555892824703694,1.485818375129605
37089.75616723299,0.7238166570359503,0.9647286347951489,0.8507741516030858
25006.542728945613,6.772697075147615,0.7226203312332676,2.602440599734721
47154.36984229088,5.1808150915808255,0.8532057674139216,2.276140393644651
55833.36534640193,1.8602782658849577,0.9812760568640979,1.363920183106386
47527.52871952951,1.9472963928653044,0.9696441591951552,1.395455621961983
59205.15765015036,7.580832312011985,0.9460475322028714,2.7533311301062184
55168.463973127306,2.8128903112409205,0.9733496457983613,1.677167347416745
50214.40333878994,8.560772727185395,0.9134205191007316,2.925879821042791
62319.40159074217,13.041157789277491,0.967269846009463,3.6112543235387746
65877.87692078203,13.380307800269065,0.9391589364389052,3.6579103051153488
63709.023151734844,4.105906759109928,0.9845488011814414,2.026303718377363
55205.01749465242,14.199612175470634,0.9660339274549499,3.7682372769599626
41314.52474108897,4.313671722569495,0.9917280444855012,2.0769380642112307
42530.564353754744,39.4684999622566,0.9408610016245733,6.282396036724889
33883.283766442444,35.924483268394056,0.9682853848865521,5.993703635348853
24145.372929427773,54.01605703370399,0.9524286446684557,7.349561689903962
20549.38512171479,34.056270659571965,0.9769217393705345,5.8357750693093
12419.485519663664,258.5018374948984,0.8327020117147825,16.077992334085074
8009.096696475346,187.28759139691374,0.8828698256451369,13.685305674222763
4298.283192647068,380.1272562559295,0.8386854365683275,19.496852470486857
5858.049862526328,147.03707796950584,0.9605760358360127,12.125884626265659
2699.333314137897,16401.715808832407,0.77911368840904,0.0
3579.2907747924364,31734.13293701825,0.7779224397470889,0.0
1963.316917265698,24811.536023092696,0.6774232461015384,0.0
1484.3876785506309,15585.154770934649,0.7295169389908465,0.0
410.5780980439481,5635.005748378344,0.611550644480501,0.0
74.9681790987961,3002.6663172304516,0.34974118351198696,0.0
73.0897639885917,1970.8267901101324,0.46020732687752375,0.0
26.93469984695315,1847.591732510278,0.24599716634634142,0.0
1.4704510599933585,1581.982208382519,0.03222335660642535,0.0
1.5137479481101033,233.5237787058083,0.15085513672014775,0.0
-0.031387132257223005,205.62665624576243,-0.003306147000338695,0.0
-0.5919395698234439,250.00460908452195,-0.25443625103029677,0.0
0.0,328.25793795457207,,0.0
0.37437692910432807,574.6151557071692,0.12526998027570668,0.0
