,0
0,0.0
1,0.0007251272090798011
2,0.024232883691183815
3,0.08111508452202543
4,0.14041437632840825
5,0.16793822148247273
6,0.16824810507387156
7,0.14209394450153923
8,0.10626522285838291
9,0.07262427856721843
10,0.04443108502846371
11,0.025807091477417998
12,0.013492324277649459
13,0.006928993330348021
14,0.003520275688970287
15,0.0015122311192499183
16,0.0005515925076906569
17,9.916269755194662e-05
18,0.0
19,0.0
