output_mean,output_std,multiply_mean
28.75138435512781,5.2477992863099026,778.9324624121189
338.6488207280636,19.610234054043186,118766.62453272939
1023.2376854896545,45.23634743173689,1096912.3414401293
2085.235294747353,96.76302878897586,4559270.874852538
3360.204920530319,136.84594852441464,11920291.534565736
4933.534633255005,214.27002692960218,25504122.690983582
6392.051300811768,287.4277652975065,42368275.07320652
7807.176802730561,318.7547305332497,62982209.09480152
9007.706010723114,374.97678355105626,82964244.88236752
10024.944079494477,371.5547668636707,102544112.22095652
10734.249704647063,377.18293917092905,117363389.19734764
11221.248645305634,339.18863722817235,126687352.2256589
11432.073388671875,345.85226942684125,131542412.41728763
11261.193881511688,309.41426392257887,125700775.92949419
11003.603558921814,299.41397762091077,119682136.75943509
10417.934369564056,254.46391069033606,106335837.08691482
9899.635039329529,242.30204199404076,95148545.81350203
9243.975243854522,230.27191786404543,81198460.20397529
8403.623903465272,217.03780343685105,67351086.92982988
7552.699178314209,210.6363498672742,53569831.24252329
6656.463464689255,190.65788289825971,41242192.951959416
5912.160509920121,178.11693865874585,32196163.73213744
5066.698528575897,171.6688756514667,23601157.632542513
4461.73152396679,185.27437184094282,18014053.57633884
3658.9972534418107,207.30464038828163,12110196.697609354
3055.827252137661,161.8311897288869,8255353.082879389
2472.6463655263187,153.5472926668001,5424963.906441912
2016.3564086638391,151.7043523851709,3556542.355180292
1595.586166858673,125.27502474915687,2215058.281833711
1226.7607889693231,123.84606209362848,1313266.0745975114
956.3319104727358,103.12227042461912,813045.5776168786
762.2297582639382,100.432049091254,488210.5501110569
549.2479087024927,75.51999527081617,254659.80942779555
403.45901610814036,75.20174904554787,135021.0100325484
302.5993120998144,62.44166448717945,76125.72518649735
200.53574446681887,54.0202470053941,34430.270180466025
146.40181550774724,48.39517795501843,18185.001685962827
95.0714023446897,36.914636051771886,7459.447737052571
63.66805481053889,30.25700627906642,3074.8954364389183
36.55971728686709,23.10153500176666,1147.5252378439764
15.921025159675628,12.186837617350816,238.29642854221166
11.29050032927189,5.803429914786109,125.76588598948437
4.881916449451819,4.816678232719027,18.081394516676664
2.3925579578615723,2.412137994177024,2.873334489483386
1.5185707917436957,1.759617681340664,-0.4532022040337324
-0.12828462024917825,0.7479609769818212,-0.017750277649611235
0.09995181176927873,0.5484378125299122,0.0
1.297867482341826,0.9666804189282314,0.3229746114462614
