,0
0,-2.8853790780658528e-05
1,0.0009650281797632942
2,0.022845780236821156
3,0.07956872801150894
4,0.13781537194154225
5,0.1707546824181918
6,0.16909838806896005
7,0.14303613290030626
8,0.10761595727126405
9,0.0721468852864291
10,0.04460637741090068
11,0.026008994392853424
12,0.013467407913850593
13,0.007329696882663939
14,0.0034997158211425017
15,0.0008250659146860073
16,0.0003177347513023676
17,0.0002676860476835685
18,-3.8164156537678906e-05
19,-0.000102572865014805
