target_mean,target_std,multiply_mean
29.4,4.317406628984581,889.1264325121417
347.9,17.7451401797788,119915.6621237129
1057.5,17.287278559680814,1091384.8394668698
2136.7,69.91144398451515,4563257.520095265
3431.4,93.17102553905909,11856012.74282961
5053.1,128.23139241231064,25492670.315588046
6515.7,192.56170439627917,42313957.01629476
7892.2,245.92104423981286,62098272.56019449
9119.0,206.47082118304272,82705402.2475514
9998.3,300.38177374800887,99952926.17752814
10676.4,343.98406939856966,114395149.88226771
11016.2,310.92500703545863,121906782.71614683
11188.6,328.1643490691821,125908191.69030285
10883.4,282.25350307834975,118824938.60546832
10534.2,374.33001482648973,111535128.29600947
9940.8,364.59286882768293,98709383.16906285
9279.5,364.4695460528904,86810379.45625706
8479.6,347.9793672044364,72568943.17064196
7685.6,409.02425355961475,59140833.79503713
6802.5,364.85702679268763,46547734.869210586
5964.0,409.80849185930737,35443244.019198656
5242.5,359.0596747060299,27229396.00379128
4418.0,344.5785831998268,19510070.578098405
3819.3,337.3173728108293,14549797.524469469
3094.9,293.50960801990794,9713028.200343134
2577.7,271.4115141256907,6625290.336049579
2054.7,243.77778815962705,4306398.29241416
1644.9,207.8304356921767,2770081.603483779
1284.4,175.64976515782766,1732528.1585080314
979.4,163.47733787898554,1003650.6105964904
767.6,117.52378482673198,640900.755081572
587.1,110.57979019694332,378166.03994133754
422.2,83.7780400821122,210352.45751519344
301.8,66.90411048657623,110857.96323010225
215.4,53.70325874656025,59686.47107732985
147.2,37.806877681183884,27823.06705275178
105.4,22.437468662930762,12496.688946427685
73.4,22.553048574416717,6732.41243051854
42.6,15.107613974417006,2875.5515822002662
30.1,15.214795430764095,1160.580258560367
13.1,5.990826320300064,219.622719059512
9.6,5.462600113499065,160.40861285300926
4.0,2.6832815729997477,32.225155051238836
1.2,1.2489995996796797,0.34863357376307247
1.1,1.7,-1.959630411863327
0.2,0.4000000000000001,0.8342997170984745
0.0,0.0,0.0
0.6,0.8,-0.917933015525341
