output_mean,output_std,multiply_mean
30.37945228496101,7.723307325771918,889.1264325121417
344.44253761470316,20.63871651776629,119915.6621237129
1032.0602860689164,40.03006854888372,1091384.8394668698
2134.220901811123,59.008517588847624,4563257.520095265
3453.5397302389147,104.01934786276753,11856012.74282961
5043.029295730591,148.2614678856869,25492670.315588046
6489.863852787018,187.79055546081852,42313957.01629476
7862.286554288864,227.19835052201898,62098272.56019449
9064.196510601043,258.73692522191254,82705402.2475514
9989.243471240998,266.6581483595751,99952926.17752814
10706.498245120049,274.0463228852368,114395149.88226771
11057.920935988426,331.8782298818882,121906782.71614683
11243.424611234665,360.7253290753256,125908191.69030285
10908.245959413052,403.54605206761414,118824938.60546832
10576.39184024334,335.2961524215643,111535128.29600947
9917.487171497942,348.0956221709833,98709383.16906285
9340.578728476166,379.07418387337805,86810379.45625706
8542.433503492177,398.7643142261339,72568943.17064196
7677.4902450963855,344.4694147936635,59140833.79503713
6822.456624156143,382.39946939046894,46547734.869210586
5919.2843258302655,348.748871760691,35443244.019198656
5170.87041941192,365.9473231066906,27229396.00379128
4388.405826088041,359.421450826624,19510070.578098405
3781.354316918878,338.3402942293035,14549797.524469469
3110.11974505838,303.49097239823095,9713028.200343134
2542.3078124511985,271.9598060133477,6625290.336049579
2068.1325785249473,239.75830677978192,4306398.29241416
1659.6246181896888,199.14072931025487,2770081.603483779
1327.3663313578813,174.33202574360268,1732528.1585080314
1002.0395870008506,141.38496266760632,1003650.6105964904
815.1270986263174,136.3547106409093,640900.755081572
626.0926314285025,106.27503602777652,378166.03994133754
480.94353212518615,99.24842344474732,210352.45751519344
354.9022817831254,74.32694273559609,110857.96323010225
266.3777596274391,53.4038063350282,59686.47107732985
186.98728131018578,35.11024521836991,27823.06705275178
115.31157535077072,43.180399120685955,12496.688946427685
90.20193223482929,25.858108652247264,6732.41243051854
61.53550472892821,31.96615499700342,2875.5515822002662
39.902821694873275,8.800952574448745,1160.580258560367
16.91559152631089,16.36116595811677,219.622719059512
15.799031686224044,9.05669099328421,160.40861285300926
7.545449181948788,5.596535168806906,32.225155051238836
-0.01606815978884697,6.94921523062044,0.34863357376307247
0.20656485510990025,5.6203605297591395,-1.959630411863327
1.3258519468829035,6.477752712269604,0.8342997170984745
0.19855138000566513,3.3848697878839156,0.0
0.10882942229509354,4.994348808350997,-0.917933015525341
