4.606356099247932434e-02,6.527153849601745605e-01,1.818618416786193848e+00,4.920275688171386719e+00,9.594145774841308594e+00,1.327060604095458984e+01,1.881338691711425781e+01,2.428567504882812500e+01,2.977006340026855469e+01,3.420397186279296875e+01,3.938984298706054688e+01,4.340526962280273438e+01,4.776745986938476562e+01,5.111924362182617188e+01,5.229088973999023438e+01,5.368258666992187500e+01,5.288760375976562500e+01,5.099505233764648438e+01,5.130657196044921875e+01,4.847266387939453125e+01,4.709704589843750000e+01,4.416299057006835938e+01,4.103389739990234375e+01,3.688292694091796875e+01,3.372415542602539062e+01,3.050742530822753906e+01,2.580282211303710938e+01,2.331204223632812500e+01,1.994481277465820312e+01,1.623836708068847656e+01,1.336000728607177734e+01,1.058569431304931641e+01,8.404706001281738281e+00,6.287769794464111328e+00,4.100278854370117188e+00,2.958360671997070312e+00,1.341885447502136230e+00,1.390516012907028198e-01,3.077666759490966797e-01,-1.500464081764221191e-01,-4.243739843368530273e-01,-6.548851132392883301e-01,-6.893671154975891113e-01,-6.946814656257629395e-01,-5.101836919784545898e-01,-4.686618447303771973e-01,-3.196800351142883301e-01,-1.125022172927856445e-01,3.667238168418407440e-03,-4.179497808218002319e-02,2.212585508823394775e-02,-7.271095365285873413e-02,1.050972752273082733e-02,-6.696509569883346558e-02,1.007942408323287964e-01,-7.210100442171096802e-02,-8.551591634750366211e-02,1.053561568260192871e-01,-8.756878972053527832e-02,-6.633681058883666992e-02
-1.805624812841415405e-01,1.737317919731140137e+00,4.971333026885986328e+00,1.282191276550292969e+01,2.317997741699218750e+01,3.276545715332031250e+01,4.588933181762695312e+01,5.755215835571289062e+01,7.076988983154296875e+01,8.178290557861328125e+01,9.350382232666015625e+01,1.024351425170898438e+02,1.106763839721679688e+02,1.170916213989257812e+02,1.181554794311523438e+02,1.191868286132812500e+02,1.162188873291015625e+02,1.112179641723632812e+02,1.096049423217773438e+02,1.019089584350585938e+02,9.554391479492187500e+01,8.691229248046875000e+01,7.940008544921875000e+01,6.902463531494140625e+01,6.132579421997070312e+01,5.337511444091796875e+01,4.182423400878906250e+01,3.733762359619140625e+01,3.016943359375000000e+01,2.259638595581054688e+01,1.662420082092285156e+01,1.147419929504394531e+01,8.184015274047851562e+00,4.846071720123291016e+00,2.046193122863769531e+00,1.519218564033508301e+00,-6.373585462570190430e-01,-2.452192068099975586e+00,-1.148978233337402344e+00,-1.297135353088378906e+00,-1.224844336509704590e+00,-1.181244492530822754e+00,-1.103142023086547852e+00,-5.949388146400451660e-01,-3.615424335002899170e-01,1.339394897222518921e-01,1.855764538049697876e-01,2.655423283576965332e-01,6.666707992553710938e-01,5.279520153999328613e-01,1.963938772678375244e-02,2.954249680042266846e-01,-1.610660739243030548e-02,1.052863672375679016e-01,1.868105381727218628e-01,-2.758886814117431641e-01,-9.485125541687011719e-02,3.627538681030273438e-04,1.916616559028625488e-01,1.342139840126037598e-01
1.026474311947822571e-02,4.192755222320556641e-01,1.178264975547790527e+00,2.219655752182006836e+00,3.810826778411865234e+00,4.915937423706054688e+00,6.464553356170654297e+00,7.993423461914062500e+00,9.182336807250976562e+00,9.590003967285156250e+00,1.092442989349365234e+01,1.122728443145751953e+01,1.130517196655273438e+01,1.085691833496093750e+01,1.055225944519042969e+01,1.062336540222167969e+01,9.824898719787597656e+00,8.538250923156738281e+00,8.135507583618164062e+00,7.050393581390380859e+00,6.416238784790039062e+00,6.004007339477539062e+00,4.786962032318115234e+00,4.344015121459960938e+00,4.211254596710205078e+00,3.401263952255249023e+00,3.591107845306396484e+00,2.769342422485351562e+00,2.729004144668579102e+00,2.502357959747314453e+00,2.580736160278320312e+00,2.229361534118652344e+00,1.728456616401672363e+00,1.684094071388244629e+00,1.184077262878417969e+00,1.076544284820556641e+00,7.969940304756164551e-01,5.928413271903991699e-01,1.778345704078674316e-01,2.646255493164062500e-01,1.473836153745651245e-01,-1.481867730617523193e-01,-7.956723868846893311e-02,-4.398243427276611328e-01,-2.113177031278610229e-01,-3.525877892971038818e-01,-2.940326929092407227e-01,-1.639724373817443848e-01,-1.817357540130615234e-01,-1.943970620632171631e-01,-6.130377948284149170e-02,-1.659736782312393188e-01,-2.494779415428638458e-02,-4.385369271039962769e-02,-1.463344693183898926e-02,-4.478905349969863892e-02,-9.520544111728668213e-02,-2.036022394895553589e-02,3.518597409129142761e-02,5.906503647565841675e-04
6.179872900247573853e-03,2.283118516206741333e-01,8.115558624267578125e-01,1.654841065406799316e+00,2.933499097824096680e+00,3.919638395309448242e+00,5.312741756439208984e+00,7.019849777221679688e+00,8.157132148742675781e+00,8.627323150634765625e+00,1.010071945190429688e+01,1.081571388244628906e+01,1.164692020416259766e+01,1.181913852691650391e+01,1.225128459930419922e+01,1.298425769805908203e+01,1.274393558502197266e+01,1.203903388977050781e+01,1.230282783508300781e+01,1.175649929046630859e+01,1.189419555664062500e+01,1.204713344573974609e+01,1.110155296325683594e+01,1.053500461578369141e+01,1.044130134582519531e+01,9.745887756347656250e+00,9.518569946289062500e+00,8.446146011352539062e+00,8.043038368225097656e+00,7.351286411285400391e+00,7.068119049072265625e+00,6.112037181854248047e+00,5.149650573730468750e+00,4.526895999908447266e+00,3.768175363540649414e+00,3.098160743713378906e+00,2.486512660980224609e+00,1.861832857131958008e+00,1.236543893814086914e+00,1.079701066017150879e+00,8.057741522789001465e-01,2.123685181140899658e-01,3.021313250064849854e-01,-3.852197825908660889e-01,-7.050882279872894287e-02,-2.735840082168579102e-01,-3.674215078353881836e-01,-1.282037496566772461e-01,-2.795635759830474854e-01,-3.395031988620758057e-01,-1.229141503572463989e-01,-2.181803137063980103e-01,-4.352349042892456055e-02,-1.279904246330261230e-01,-5.319704115390777588e-02,-1.028400138020515442e-01,-8.415520191192626953e-03,-3.543902933597564697e-02,3.527970239520072937e-02,2.974235825240612030e-02
9.768463671207427979e-02,1.140405654907226562e+00,3.007736682891845703e+00,6.167447090148925781e+00,1.169961547851562500e+01,1.573180961608886719e+01,2.094834709167480469e+01,2.663393020629882812e+01,3.227318572998046875e+01,3.567931365966796875e+01,4.070386123657226562e+01,4.398030090332031250e+01,4.640625000000000000e+01,4.859035491943359375e+01,4.887069320678710938e+01,4.933015823364257812e+01,4.803657913208007812e+01,4.550039672851562500e+01,4.453564453125000000e+01,4.131684875488281250e+01,3.930676651000976562e+01,3.734116744995117188e+01,3.393965148925781250e+01,3.063257217407226562e+01,2.823151397705078125e+01,2.495442199707031250e+01,2.249450111389160156e+01,2.050187873840332031e+01,1.824450874328613281e+01,1.563983058929443359e+01,1.411466217041015625e+01,1.174174499511718750e+01,9.971174240112304688e+00,8.913588523864746094e+00,6.841794967651367188e+00,5.987313747406005859e+00,4.226571559906005859e+00,3.269151210784912109e+00,2.226012706756591797e+00,2.292134046554565430e+00,1.622249603271484375e+00,7.266805171966552734e-01,6.783415675163269043e-01,4.506934583187103271e-01,-2.425728552043437958e-02,-1.077948361635208130e-01,1.849289089441299438e-01,9.688216447830200195e-02,6.181848421692848206e-02,2.757076174020767212e-02,2.422775328159332275e-02,7.574514299631118774e-02,6.676596403121948242e-02,7.361830025911331177e-02,1.990335434675216675e-01,1.600055098533630371e-01,-2.390591502189636230e-01,-2.179910540580749512e-01,9.237444400787353516e-02,-5.688482522964477539e-02
6.846024096012115479e-02,9.838169813156127930e-01,2.630512952804565430e+00,5.373025894165039062e+00,8.985976219177246094e+00,1.235303115844726562e+01,1.651442146301269531e+01,1.983981704711914062e+01,2.353881454467773438e+01,2.605374908447265625e+01,2.927041053771972656e+01,3.045711135864257812e+01,3.067459106445312500e+01,3.030158996582031250e+01,2.916079521179199219e+01,2.856036567687988281e+01,2.668746185302734375e+01,2.378223228454589844e+01,2.182747268676757812e+01,1.907416725158691406e+01,1.612156677246093750e+01,1.375109863281250000e+01,1.096350860595703125e+01,8.828815460205078125e+00,7.473511695861816406e+00,5.320580959320068359e+00,3.981912612915039062e+00,2.863238573074340820e+00,2.155855894088745117e+00,1.560747742652893066e+00,1.363301038742065430e+00,7.181225419044494629e-01,5.092139244079589844e-01,4.879625737667083740e-01,4.608203172683715820e-01,6.729220747947692871e-01,5.315080285072326660e-01,4.116686284542083740e-01,3.437858819961547852e-01,3.791176676750183105e-01,3.902488946914672852e-01,2.546974122524261475e-01,1.774209886789321899e-01,5.232229456305503845e-02,-4.572664201259613037e-02,-1.846465021371841431e-01,-9.822513908147811890e-02,1.783043146133422852e-02,-7.208204269409179688e-02,-1.095800027251243591e-01,8.093491196632385254e-03,-5.776524916291236877e-02,-8.047135546803474426e-03,-3.255283087491989136e-02,1.809965074062347412e-02,-2.785591036081314087e-02,-1.120553910732269287e-02,5.319863557815551758e-03,2.099275216460227966e-02,1.749342493712902069e-02
1.595629006624221802e-01,1.357202529907226562e+00,3.456088304519653320e+00,7.399233818054199219e+00,1.215781211853027344e+01,1.700399589538574219e+01,2.255937385559082031e+01,2.658271026611328125e+01,3.176482963562011719e+01,3.552648544311523438e+01,3.958948898315429688e+01,4.090513992309570312e+01,4.047150039672851562e+01,3.946291351318359375e+01,3.730024719238281250e+01,3.603911972045898438e+01,3.342012405395507812e+01,2.945628547668457031e+01,2.594459342956542969e+01,2.207618713378906250e+01,1.757184219360351562e+01,1.414466381072998047e+01,1.040120697021484375e+01,7.519873619079589844e+00,5.574093341827392578e+00,2.905067920684814453e+00,1.041693449020385742e+00,-8.023944497108459473e-02,-6.633578538894653320e-01,-9.025171995162963867e-01,-8.526101112365722656e-01,-1.356726527214050293e+00,-8.768403530120849609e-01,-5.753378272056579590e-01,2.272154241800308228e-01,8.195508122444152832e-01,1.006544589996337891e+00,9.921329021453857422e-01,1.244142174720764160e+00,1.117397785186767578e+00,1.142002463340759277e+00,1.154663205146789551e+00,9.650383591651916504e-01,8.646163344383239746e-01,5.358597040176391602e-01,3.109666109085083008e-01,3.146967887878417969e-01,4.170160293579101562e-01,1.551546454429626465e-01,-4.374857991933822632e-02,1.720159798860549927e-01,2.645925804972648621e-02,8.915311098098754883e-02,-2.637480944395065308e-02,-6.047464907169342041e-02,-4.911497235298156738e-04,2.718146443367004395e-01,1.718683540821075439e-01,-1.486497521400451660e-01,-1.056596636772155762e-01
6.619233638048171997e-03,9.322600960731506348e-01,2.173545360565185547e+00,6.911187171936035156e+00,1.282899665832519531e+01,1.963620185852050781e+01,2.863176918029785156e+01,4.009753036499023438e+01,5.151594543457031250e+01,5.748952102661132812e+01,6.769106292724609375e+01,7.672270965576171875e+01,8.740473175048828125e+01,9.583124542236328125e+01,1.022149276733398438e+02,1.098377761840820312e+02,1.140297927856445312e+02,1.149764404296875000e+02,1.179107284545898438e+02,1.195086135864257812e+02,1.234846801757812500e+02,1.254452514648437500e+02,1.237601089477539062e+02,1.169931793212890625e+02,1.148717269897460938e+02,1.105057601928710938e+02,1.039484176635742188e+02,9.875305175781250000e+01,9.208580017089843750e+01,8.488143920898437500e+01,7.947869110107421875e+01,6.953180694580078125e+01,6.185303115844726562e+01,5.397428512573242188e+01,4.948174285888671875e+01,4.153277969360351562e+01,3.504250335693359375e+01,2.838492584228515625e+01,2.345218276977539062e+01,1.965465736389160156e+01,1.463581466674804688e+01,1.041756820678710938e+01,8.848396301269531250e+00,5.146257877349853516e+00,4.035225391387939453e+00,2.464359283447265625e+00,4.779011607170104980e-01,6.548618674278259277e-01,-4.401135072112083435e-02,-5.114066004753112793e-01,-2.114254087209701538e-01,-2.798859179019927979e-01,-4.571076631546020508e-01,-2.337536811828613281e-01,-6.640835106372833252e-02,-6.851265430450439453e-01,4.907281398773193359e-01,3.144787549972534180e-01,2.338680028915405273e-01,4.609328508377075195e-02
-2.244959399104118347e-02,4.726565480232238770e-01,1.598402142524719238e+00,3.760306119918823242e+00,7.031131267547607422e+00,1.064054489135742188e+01,1.488984012603759766e+01,2.068035697937011719e+01,2.592391204833984375e+01,2.865513420104980469e+01,3.367742156982421875e+01,3.778577041625976562e+01,4.252181243896484375e+01,4.624585723876953125e+01,4.925941085815429688e+01,5.241493988037109375e+01,5.431027984619140625e+01,5.417710876464843750e+01,5.546775054931640625e+01,5.585765457153320312e+01,5.730898284912109375e+01,5.841135406494140625e+01,5.734402084350585938e+01,5.399684143066406250e+01,5.332970046997070312e+01,5.085035324096679688e+01,4.836186981201171875e+01,4.560405349731445312e+01,4.277048110961914062e+01,3.948743438720703125e+01,3.729658126831054688e+01,3.274764251708984375e+01,2.917900085449218750e+01,2.582321929931640625e+01,2.354201889038085938e+01,1.997317504882812500e+01,1.706016921997070312e+01,1.394341182708740234e+01,1.182698917388916016e+01,9.964958190917968750e+00,7.959441184997558594e+00,5.431041717529296875e+00,4.866867065429687500e+00,2.993471145629882812e+00,2.351117610931396484e+00,1.525594234466552734e+00,5.150820016860961914e-01,6.127169132232666016e-01,1.876331567764282227e-01,-6.477557122707366943e-03,7.347585260868072510e-02,-5.963124707341194153e-02,-1.582130193710327148e-01,-2.151454687118530273e-01,-1.686067879199981689e-02,-3.502550125122070312e-01,1.190126538276672363e-01,-7.601821422576904297e-02,2.288104593753814697e-01,1.515942625701427460e-02
2.262869849801063538e-02,5.342958569526672363e-01,1.519497871398925781e+00,3.017750978469848633e+00,4.973924160003662109e+00,6.702250480651855469e+00,8.918488502502441406e+00,1.071593856811523438e+01,1.249151039123535156e+01,1.345326232910156250e+01,1.508839225769042969e+01,1.553715324401855469e+01,1.546813774108886719e+01,1.488353252410888672e+01,1.420997238159179688e+01,1.394335746765136719e+01,1.283193778991699219e+01,1.103376579284667969e+01,1.008439064025878906e+01,8.600308418273925781e+00,7.165545463562011719e+00,6.091060638427734375e+00,4.514198303222656250e+00,3.596423149108886719e+00,3.197474002838134766e+00,2.096271753311157227e+00,1.890979528427124023e+00,1.085759639739990234e+00,9.788527488708496094e-01,8.391524553298950195e-01,9.198824167251586914e-01,6.676015853881835938e-01,4.050797224044799805e-01,4.434394836425781250e-01,3.030391931533813477e-01,3.926420211791992188e-01,3.099955916404724121e-01,2.049082964658737183e-01,9.811580926179885864e-02,9.904954582452774048e-02,1.012543588876724243e-01,-3.421520441770553589e-02,-2.614436857402324677e-02,-2.146449685096740723e-01,-1.126314848661422729e-01,-2.838791906833648682e-01,-2.638680040836334229e-01,-1.158895492553710938e-01,-1.229266822338104248e-01,-1.582286655902862549e-01,-2.865563333034515381e-02,-1.357754617929458618e-01,1.238532178103923798e-02,-4.297565668821334839e-02,-4.427684843540191650e-02,-5.149217694997787476e-02,-9.515872597694396973e-02,-4.620164632797241211e-03,1.577164977788925171e-03,3.065144829452037811e-02
