,0
0,81.73878279328346
1,139.52862897515297
2,3763.8074645996094
3,13635.844299316406
4,23941.35857105255
5,29945.592394828796
6,30511.82194519043
7,26244.844111442566
8,20017.349410057068
9,13672.366969771683
10,8515.05641400069
11,4524.936832282692
12,2266.146602012217
13,927.9231884777546
14,413.6216697059572
15,204.89798071980476
16,73.62586322240531
17,70.00259988754988
18,16.074710816144943
19,-17.499901704490185
