,0
0,-17.202023819088936
1,24.865479182451963
2,3039.3108892440796
3,11170.32580947876
4,20027.289501190186
5,25680.11088180542
6,27136.656768798828
7,24727.308628082275
8,20454.79301261902
9,15151.380180358887
10,10186.5902967453
11,6144.364370346069
12,3403.437521457672
13,1691.1954684257507
14,760.2512135505676
15,238.32169753313065
16,77.69845309108496
17,-26.02655546925962
18,-18.33498974889517
19,7.205551814287901
