,0
0,0.00034262476352830973
1,0.0004656431807283923
2,0.022998599328275304
3,0.0791898771567503
4,0.1376116213068599
5,0.16884800950356293
6,0.16842578502837569
7,0.14330546024939395
8,0.1087392654164887
9,0.07364687697508998
10,0.04608066575546843
11,0.02596358805590171
12,0.013741195627510194
13,0.006817410515907341
14,0.0031402039837615803
15,0.0005217849848335732
16,0.0004874306809937723
17,-1.6834293800727096e-05
18,-0.00022969421624985387
19,-7.943724066450386e-05
