,0
0,0.00033271539837187447
1,1.6821219812612753e-05
2,0.04467352610663511
3,0.13194398512132466
4,0.1941974873188883
5,0.20706761057954282
6,0.17431522102560848
7,0.11839682853315026
8,0.0711431807721965
9,0.034569325143820606
10,0.016330616257619113
11,0.004809416852367576
12,0.0023933877291710814
13,0.0018281415368619491
14,-0.00010424765656580348
15,-0.00048637920917826705
16,-0.0010272420445289754
17,-0.00012838299522854868
18,-0.0005637279434722586
19,0.0002917222473115544
