output_mean,output_std,multiply_mean
32.51301161646843,4.243215497876207,945.2779268532992
322.5742757439613,21.73811799666543,115601.12339719533
1029.5036423683166,46.27016406108483,1094662.473227501
2130.607772064209,74.07054155834352,4581444.341796112
3434.4264640808105,117.08323900383809,12262312.273908805
5060.539029502868,184.8093011903287,25882772.906822015
6529.624402618409,202.06389866544944,43269410.31446228
7928.611880874634,280.6842797327253,64337016.32727508
9095.888665771485,309.9232294800513,84872307.31447068
10117.03674583435,314.18981410899875,103940910.66424446
10780.357945251464,332.4494775109333,118228496.63144532
11224.009944152833,337.60779688214524,127976668.97542801
11461.194744110107,343.71674790623786,132925290.1332634
11163.145890426636,332.56453980724353,126837683.4406311
10901.732164382935,321.44437088739045,120549770.39178276
10285.085809326172,325.4289616455427,106645821.28773117
9728.335777282715,342.5262153538405,95083560.94994584
9046.171329498291,307.2042038199516,80653334.5048584
8230.022334289552,265.08777879249686,66258458.59458618
7365.244100952148,237.6855755376079,52989924.69179382
6470.584328079223,237.07924327249825,40572723.79666595
5709.650238418579,230.15280636098157,31920331.342507552
4899.233471107483,199.55844711383475,23128624.669535063
4271.890808105469,184.41308344694983,17304831.835416794
3521.284798812866,157.98356294217024,11750615.205211068
2925.755809211731,132.99163872479323,8096606.545387077
2394.0355350494383,115.08015945462624,5241561.455285454
1942.9951965332032,113.11942894172039,3430154.9709299086
1569.0792386054993,82.49807664114124,2167000.778874683
1208.3963965415955,72.81371702269642,1294060.3674082756
944.4189490318298,64.58257754602462,775000.7597552299
752.6029848575592,61.79572027935769,480363.3916572571
533.2484925746918,59.68585859201399,251715.15898065566
403.4572112321854,56.31001211177787,135548.35129227638
292.9429379582405,33.775686386865615,79597.94671131372
199.61715212464333,14.995481220390461,35173.10059101581
154.6922131717205,11.018305493868311,20875.528266519308
106.0515191167593,24.72595512465318,9366.734185507894
84.43904652893544,13.220143049970822,5828.261011824012
56.16050866469741,13.494751153901408,2466.0158282279967
32.04209039509296,13.709136126478384,764.4092566370964
17.384101213049142,13.16278755339847,246.24940225295722
14.881589839607477,10.16396224747342,94.10344438292086
3.1640308149158956,5.062742443201077,16.514556270837783
1.8773154577240347,4.661792541924926,16.59505914375186
-2.343900907598436,3.177039531891754,-1.529773611575365
0.8111829608678818,5.016685897390014,0.0
-2.2207218553870915,5.997781344226043,-3.30536306835711
