target_mean,target_std,multiply_mean
28.6,5.6780278266313555,945.2779268532992
357.6,16.95405556201819,115601.12339719533
1064.6,32.14093962534387,1094662.473227501
2151.8,51.70067697815958,4581444.341796112
3572.2,111.83452060969368,12262312.273908805
5118.4,188.27065623723738,25882772.906822015
6629.4,170.71449850554578,43269410.31446228
8119.8,267.4168281914958,64337016.32727508
9335.2,313.1538918806535,84872307.31447068
10277.4,349.2085909596154,103940910.66424446
10966.6,264.25184956779395,118228496.63144532
11401.2,280.7086746076793,127976668.97542801
11597.0,375.993085042797,132925290.1332634
11360.2,352.8253959113488,126837683.4406311
11054.8,374.79829241873557,120549770.39178276
10365.0,274.20576215681535,106645821.28773117
9771.6,201.97584013935924,95083560.94994584
8914.0,231.25051351294337,80653334.5048584
8045.8,205.34887387078604,66258458.59458618
7190.0,167.01856184268863,52989924.69179382
6266.2,124.73716366825084,40572723.79666595
5587.0,98.25884184133253,31920331.342507552
4716.2,133.62844008668216,23128624.669535063
4047.4,115.8785571190805,17304831.835416794
3333.0,145.48951852281317,11750615.205211068
2763.8,149.8017356374752,8096606.545387077
2187.2,124.81570414014416,5241561.455285454
1762.0,145.59395591850645,3430154.9709299086
1377.6,95.84278793941671,2167000.778874683
1067.0,110.68513902055687,1294060.3674082756
815.2,90.26937465165027,775000.7597552299
634.4,68.26595051707696,480363.3916572571
469.2,68.14807407403381,251715.15898065566
332.8,47.55796463264592,135548.35129227638
267.4,52.39312932055118,79597.94671131372
174.2,30.77271518732138,35173.10059101581
134.0,24.551985663078252,20875.528266519308
84.0,19.809088823063014,9366.734185507894
65.6,22.878811157925142,5828.261011824012
41.6,10.9288608738514,2466.0158282279967
21.0,9.899494936611665,764.4092566370964
13.8,5.30659966456864,246.24940225295722
5.2,2.4819347291981715,94.10344438292086
3.0,1.8973665961010275,16.514556270837783
3.6,2.3323807579381204,16.59505914375186
0.6,0.48989794855663565,-1.529773611575365
0.0,0.0,0.0
0.4,0.48989794855663565,-3.30536306835711
