cov,delta,correlation,delta_root
9.48103093979887,0.04643735820492333,0.2923251685930944,0.21549329039421003
-128.7654258584953,0.007577607034112501,-0.4390675316888631,0.08704945165888468
548.7543012227397,0.000953312713354422,0.5196780678328683,0.030875762555027237
1390.7331116814166,0.0013630880141668241,0.304078236461783,0.0369200218603243
4896.571328409016,0.00048174292937909686,0.6212358146741439,0.021948642996301546
16480.325396690518,0.0004802386802560351,0.7782897167910174,0.021914348729908335
37475.02985072136,0.0005939863933313609,0.7721775151702411,0.024371836068120944
67225.79984655976,0.00014387850876818823,0.9338928591805999,0.011994936797173558
100311.16421470046,0.0001753362143933645,0.9295943487601446,0.013241458167187045
137057.56489895284,0.00013721478904449433,0.9494788250745366,0.011713871650504555
161149.21653345227,0.00017313479049575883,0.9416257705236399,0.013158069406100533
180010.623257488,0.00012944199247793978,0.9575028153268224,0.011377257687067644
174834.1446828097,4.4253447600305085e-05,0.9842391225722872,0.0066523264802853055
197638.2113032639,0.00015590888338413685,0.961250242328406,0.012486347880150418
227889.5997478068,0.00013046721742278507,0.9683865729080753,0.011422224714248318
208490.574308604,0.00026833572496954335,0.9414058679351143,0.01638095616774379
196860.2348421812,0.00013061853710773837,0.971459316152564,0.011428846709433912
179966.38751894236,0.00023036969394968788,0.9864266912045724,0.015177934442791875
155151.89380992204,0.0002702632091124615,0.9735978546060025,0.01643968397240231
128183.46534509957,0.00040619421253997555,0.9488582226197334,0.020154260406672717
115361.37140806764,0.00033068142084984823,0.9546625079071869,0.01818464794407217
105674.96855271608,0.00048098428573514936,0.9399101209989486,0.021931353942133837
86147.37716462836,0.0002908231963962126,0.9673488641712368,0.017053539116447722
69610.98407455906,0.0008091771317247243,0.9194663648770772,0.02844603894612964
62925.574037887156,0.0006090841151903739,0.9630089203485999,0.024679629559423575
49070.658317429945,0.0008352303530830517,0.9469760360169694,0.028900352127319343
44032.74907918647,0.0015892610209111285,0.951670164122284,0.0398655367568421
31562.958868031856,0.0014885594027551734,0.9420105380922302,0.03858185328305489
27067.628385795746,0.002253949426118205,0.9336698420943527,0.047475777256599024
23617.751701571862,0.005061117660682325,0.905674310988898,0.07114153260003839
14083.796104292036,0.006107336542174144,0.8922043999253009,0.07814945004396476
12184.414805742912,0.008648095413793286,0.9277861144978031,0.0929951365061275
9112.390771107108,0.022248268861014206,0.8415550934547403,0.14915853599782417
5198.528076073679,0.043071851998756225,0.7461135544624816,0.20753759177256592
3530.5495341302885,1.883719475289749,0.6133526287772123,0.0
1751.7381695764925,1.6441770777786846,0.4630221734929278,0.0
435.7168321341851,2.322160160769539,0.126386265054766,0.0
-91.13863145538926,1.1995040641285641,-0.06467348680848592,0.0
-115.85335813060374,0.9069820800416518,-0.11121228997072287,0.0
111.46553600917127,0.35108614045384645,0.20924265003470705,0.0
-2.6130531389266025,0.18065104977933247,-0.011112835616633737,0.0
6.202499830201262,0.09603989223822262,0.046481806361894584,0.0
-3.6982194711500824,0.0525229278012797,-0.08136860487301717,0.0
2.2671382987499236,0.015133312703112026,0.1442091352955474,0.0
-4.396995779592544,0.01860529566163923,-0.2421069881309098,0.0
-0.6467969492450357,0.00782793481288246,-0.2707128238593923,0.0
0.0,0.001871665025963414,,0.0
0.09732341710012404,0.003797006680055246,0.04016418062390313,0.0
