target_mean,target_std,multiply_mean
32.6,4.317406628984581,946.8240913592279
357.6,16.74037036627326,116887.32618659735
1070.6,23.938253904577085,1146152.6605220796
2192.0,39.713977388320096,4702898.783071709
3549.2,17.33666634621547,12397160.575602341
5247.4,63.44005044134187,26843948.696106337
6709.2,136.5992679336167,44034397.38588991
8019.2,174.10847193631906,64378333.255126856
9320.8,200.68422957472268,85539921.9451994
10216.6,281.62854968912507,103739027.49834147
10909.0,297.4639473953104,117846708.22180042
11128.4,285.26591103740384,125409456.53448935
11370.8,323.5128436399396,128518423.75404234
11000.0,350.66622306689305,120980274.13323946
10648.4,267.85712609523756,114316724.85161738
9933.2,296.704836495801,99225048.41520725
9330.4,362.3890726829384,88343237.33867587
8547.0,371.8747100839206,73695511.64489365
7716.8,316.86994177422383,59873382.13356392
6832.0,261.4092576784533,47156259.61651471
6007.0,199.8929713621767,35924865.71951453
5241.4,264.2957434390497,27473442.846798234
4442.0,221.61498144304232,19894128.668271445
3830.2,171.13667052972602,14801901.707636386
3152.2,155.61670861446723,9976069.520442724
2600.0,121.65196258178493,6817787.373294661
2134.8,94.85652323377658,4515300.243086385
1735.8,47.788701593577535,2988981.51136127
1382.2,39.9319421015307,1900952.9084638555
1046.4,27.7459907013608,1152954.6900707185
852.6,26.188547115103578,727199.6544332961
662.0,10.059821071967434,471329.48570023477
508.6,20.382345301755635,282601.7798709568
350.6,22.89628790874189,135312.34684563297
265.8,44.85710646040379,83105.00352071198
186.8,32.90835760107149,39793.951180273296
132.0,29.49576240750525,22170.096115013956
93.6,22.00545386943882,10162.826448754035
64.6,20.606794995826014,5460.609016186931
45.0,16.601204775557708,1863.2063458632679
27.0,8.555699854482976,392.81033062823116
17.4,6.248199740725323,269.1679426189512
7.6,2.5768197453450252,59.52574314409867
2.6,1.3564659966250538,6.900158477574587
2.4,2.0591260281974,6.912267728894949
0.2,0.4,-1.039584358036518
0.0,0.0,0.0
0.8,1.1661903789690602,8.504106825590133
