output_mean,output_std,multiply_mean
29.190279096364975,4.308039808855577,946.8240913592279
327.2564258813858,23.144238795437513,116887.32618659735
1070.2505300045013,58.86042487475152,1146152.6605220796
2145.260232257843,77.60477811012126,4702898.783071709
3492.570272874832,121.80066890397475,12397160.575602341
5114.695344638824,163.24837306113318,26843948.696106337
6559.819535923004,187.1737371607434,44034397.38588991
8024.214945030212,291.81202019965536,64378333.255126856
9171.796921157837,291.3331518470784,85539921.9451994
10146.54504556656,290.97367202501727,103739027.49834147
10795.914723587037,270.5244790195837,117846708.22180042
11262.284684562683,291.07362445981374,125409456.53448935
11293.762875652314,364.52159601185565,128518423.75404234
10989.748080539703,269.56941685282123,120980274.13323946
10726.854417061806,360.5925059072212,114316724.85161738
9982.280214598775,234.1619081883772,99225048.41520725
9456.063312223554,317.934640644235,88343237.33867587
8614.234534856678,248.55014824845566,73695511.64489365
7749.967945706844,227.10633635954295,59873382.13356392
6894.21838477552,215.92223501465634,47156259.61651471
5974.929983483255,192.15028009980935,35924865.71951453
5233.321070323885,177.96239312472372,27473442.846798234
4470.484661727399,169.93579867032858,19894128.668271445
3858.3886423431336,138.68394408359674,14801901.707636386
3157.94727692008,142.41077468866726,9976069.520442724
2617.6238763984293,106.36708990207119,6817787.373294661
2112.1207201227544,91.96102247808997,4515300.243086385
1720.1334330273792,102.03846349809507,2988981.51136127
1374.0321350630372,66.85409939736293,1900952.9084638555
1101.0339810460805,81.67071718459643,1152954.6900707185
853.3295449016616,43.21569994890061,727199.6544332961
712.34779609479,58.39404560579456,471329.48570023477
558.6936523083598,89.26602548252356,282601.7798709568
389.6808732792735,66.7582485438457,135312.34684563297
318.67949936622756,54.93441804228063,83105.00352071198
217.3784714143723,40.39679039212344,39793.951180273296
179.53012776374817,65.17152035687879,22170.096115013956
114.38246721765026,34.51902907027294,10162.826448754035
97.58642815072089,56.64254235849308,5460.609016186931
50.71793175395578,34.29447347982097,1863.2063458632679
15.844603840634226,11.725810041885298,392.81033062823116
18.122918423078954,8.386996696208941,269.1679426189512
8.895488940458744,7.133658048949421,59.52574314409867
2.7527755841612818,3.6594260249134862,6.900158477574587
3.4657301642000675,2.9441728367020197,6.912267728894949
2.09418398886919,5.773623843803157,-1.039584358036518
-0.37730988413095473,3.9222650774140773,0.0
2.026071081869304,8.128526665406373,8.504106825590133
