cov,delta,correlation,delta_root
-4.779007182270107,1282.3365875045777,-0.25694195334067804,35.80972755417971
-139.57170858619793,259.9068899368845,-0.36023792406688193,16.12162801756958
342.44309926079586,94.76897334666937,0.24303709038200252,9.734935713535522
488.35396251641214,44.3516704965921,0.15845387714742068,6.659704985702603
1330.1631149873137,32.17301036806191,0.6299261484360198,5.672125736270478
5096.344648573548,24.16745566261794,0.49209211793486407,4.916040648999756
23256.15547529608,5.322820915630501,0.9095878250535187,2.307123948909226
30548.767940580845,27.393266853495483,0.6012714990618503,5.233857741044886
51437.20247144997,8.444085798463327,0.879780207847616,2.9058709190986662
75835.38580617309,3.8073223695621863,0.9254256381014527,1.9512361132272502
74074.50218942761,3.6019375316000577,0.9205085683390086,1.8978771118278595
78247.65080198646,2.5357396262012912,0.9423637613552412,1.5924005859711592
99304.84757502377,9.737682886190228,0.8420844717883804,3.1205260592070414
93045.24730271101,2.5406712696207663,0.9843048831844557,1.5939483271488968
92888.27697645128,4.483376743696994,0.9617030768304866,2.1173985793177894
69062.58755467832,1.6188784210588025,0.9940356765151419,1.2723515320298877
114384.21030522883,1.5333594663481165,0.9927802648439453,1.2382889268454744
69649.07547362149,27.43567787176834,0.7535371789532275,5.237907776180136
68429.49013334513,8.379856052268764,0.9508959740387365,2.8947981021599354
54959.61172836274,3.6701234783672305,0.9737003477551798,1.915756633387245
33461.308730617166,8.878553522046232,0.8711729405862513,2.9796901721565336
43513.7888026312,16.99974343872418,0.9251422041970258,4.1230745128755775
36235.800878338516,9.338285909609326,0.962174563750871,3.0558609113651305
23501.52973371744,3.5439997471985123,0.9902089993645663,1.8825513929766997
21588.114135248587,4.339489531267276,0.974127112524063,2.0831441455807314
11965.294658744708,10.64822760637719,0.9246917881562212,3.263162209633041
6344.929768328555,33.48068922839174,0.7273707379483174,5.786250014334996
3173.898312345613,68.43531628766644,0.6508844064028155,8.272564069722666
1765.6913797254674,42.98671564235664,0.661403244916317,6.556425523282991
832.7323040994816,170.73647622818976,0.36748431465277326,13.066616862378332
-349.11554986063857,145.009710962785,-0.3084723458532122,12.041997797823457
-244.75531451619463,299.7019352106849,-0.4166518454015219,17.311901548087803
-1549.8116930749966,1487.3491357280795,-0.8518018519436926,38.566165686104696
-1309.7673260803276,2112.8524476770344,-0.8568881571634187,45.965774742486765
-1600.0074108313274,87964.42380399183,-0.6493012073526991,0.0
-812.347279931455,46355.53903285861,-0.6110667622254164,0.0
-1527.880749800799,82249.83653880791,-0.7948258446723285,0.0
-543.3724828180275,28726.406834220943,-0.7153337884548796,0.0
-843.4742423496373,52338.6338513235,-0.7226344073690122,0.0
-419.10058306474207,23147.03949853484,-0.7361300028369003,0.0
-34.9939730688929,2943.6328627276853,-0.3488147637676575,0.0
-46.1708379426226,2138.763984205882,-0.8810618163133552,0.0
-8.079972803387776,714.2202107289523,-0.4395553512665126,0.0
-0.2570580412447452,148.7134011227673,-0.05178563549097496,0.0
-1.4054846651852122,163.30354970968276,-0.23183546971778787,0.0
-1.4584211558103561,329.5883150129598,-0.6315016336644803,0.0
0.0,136.5650607397696,,0.0
6.88324996009469,455.49285442818757,0.7261264420539698,0.0
