output_mean,output_std,multiply_mean
27.729461465775966,8.52830101232934,917.083539891988
352.24314283132554,20.603821119853016,125184.02408376933
1058.2325221300125,36.99558900298479,1160037.8979361057
2191.064509963989,54.214188138859306,4862448.145309448
3528.171043395996,90.86067903614256,12675267.515949154
5235.416574382782,132.69917677122157,27597366.389688205
6655.981684398651,101.57145738706963,44752879.48069687
8128.583466625214,175.77829702460673,66552108.37369261
9341.44721326828,183.7140795671805,87117782.9657445
10354.226414012908,209.3965461573972,106775496.01233149
11036.141102600097,251.0965053262169,122143283.68408117
11396.948774814606,295.49972443134584,131327233.77173786
11559.998084926605,235.35720549968863,132569878.82339534
11211.598685598374,210.8420951950659,126248347.58529702
10918.155099987984,178.4797661695428,118798459.70006064
10265.232204222679,250.67892258388935,105266419.16228037
9700.582629990578,172.62878873134082,93069243.63816452
8862.551862494647,193.7487016275395,78674016.20726453
7941.992456525564,162.2092240997486,63414250.07653429
7000.845345741511,86.30616316457196,49477076.42002036
6120.483237169683,103.46678797250269,37774848.29945686
5369.51234485358,126.26097471047231,29083945.466412924
4574.510874097049,118.64423317428704,21018371.17089878
3935.5718611139805,101.909371206412,15702950.408686927
3183.7727514572443,99.9948216180263,10258721.317174444
2624.6006623603403,91.41067110833615,6998177.4252482625
2141.4364558588713,119.95481163095864,4624889.880324817
1727.3097853153945,103.35302138797371,2969534.594173178
1382.3471715299413,89.50186461894977,1845943.1851478568
1058.6501893945037,76.53491291861373,1089546.5458190679
841.8857076201588,54.87440731342127,673088.8027929135
677.5800899244845,63.764186003970956,431465.90059428586
490.40019482318314,56.19213824232341,224198.0194849843
349.6493119992316,35.51553540970017,118442.40492635519
260.3216031931341,44.2255980868241,66630.64356168732
174.46833709031344,32.39013502079724,30263.620546877384
138.33123013824223,26.297436636393662,15268.724313150346
83.46930138543249,17.825891833330086,6339.684341330826
50.10068216510117,13.590728028051746,2364.529815323185
34.97231765687466,21.9204043795926,1195.636379557848
14.635608038306236,13.678757854128255,247.5666060127318
10.300805536471307,10.023129797078479,98.14089182745666
5.889387980662287,6.036944670953557,25.900011649169027
4.0278567403554915,12.838033604648768,-1.5910100847482682
-1.1221839491277934,3.723103111501068,-0.5153006449341774
0.9214847252238542,4.551910212033604,0.0
-0.39394893273711207,6.1317917309774215,0.0
2.436541813984513,5.680657059297707,0.0
