,0
0,0.0
1,143.0
2,4004.0
3,14274.0
4,24880.0
5,30805.0
6,31604.0
7,27817.0
8,22196.0
9,15491.0
10,10416.0
11,6269.0
12,3518.0
13,1824.0
14,963.0
15,418.0
16,171.0
17,39.0
18,5.0
19,0.0
