,0
0,26.08446628600359
1,431.9592431113124
2,3837.618652820587
3,13773.638813018799
4,24127.322814941406
5,31046.84617996216
6,32007.244243621826
7,28099.350093841553
8,21897.461332678795
9,15179.036171495914
10,9254.302813217044
11,5496.335696153343
12,2528.6739075779915
13,1066.8055492937565
14,411.5580980479717
15,-8.20849560201168
16,-36.99722944200039
17,-2.520834118127823
18,-24.454233326017857
19,118.71781737357378
