output_mean,output_std,multiply_mean
-16.323502644896507,0.0,0.0
88.81092190742493,0.0,532.8655314445496
215.867529630661,0.0,6907.760948181152
439.0376777648926,0.0,34683.976543426514
579.0614242553711,0.0,64854.87951660156
847.2989292144775,0.0,186405.76442718506
1070.9540338516235,0.0,310576.6698169708
1315.9731979370117,0.0,482962.1636428833
1334.4820680618286,0.0,692596.193324089
1399.2388982772827,0.0,871725.8336267471
1318.2489023208618,0.0,895091.0046758652
1318.1841049194336,0.0,995228.9992141724
1283.5554504394531,0.0,1046097.6921081543
1186.382152557373,0.0,985883.568775177
1115.3057289123535,0.0,984814.9586296082
955.9256615638733,0.0,795330.1504211426
934.7383613586426,0.0,722552.7533302307
843.7361993789673,0.0,611708.7445497513
799.6631278991699,0.0,533375.3063087463
694.6144139766693,0.0,413295.57631611824
646.5554349422455,0.0,333622.60443019867
632.9327218532562,0.0,287351.4557213783
640.0151400566101,0.0,263686.23770332336
604.9279351234436,0.0,202045.93033123016
616.7095265388489,0.0,204747.56281089783
571.2872476577759,0.0,133109.92870426178
609.5377082824707,0.0,115812.16457366943
583.286593914032,0.0,93909.14162015915
530.8628549575806,0.0,59456.63975524902
461.5782513618469,0.0,47542.55989027023
402.9521858692169,0.0,34250.93579888344
358.54714798927307,0.0,22588.470323324203
268.70570158958435,0.0,10748.228063583374
271.9070599079132,0.0,5981.955317974091
213.62973737716675,0.0,5981.632646560669
109.46683824062347,0.0,2189.3367648124695
130.2881999015808,0.0,1302.881999015808
43.85243681073189,0.0,219.26218405365944
63.10651099681854,0.0,567.9585989713669
10.277054148726165,0.0,0.0
38.09270229190588,0.0,0.0
11.791247673332691,0.0,0.0
14.607252910733223,0.0,0.0
2.9563615545630455,0.0,2.9563615545630455
30.376449316740036,0.0,0.0
11.339973958209157,0.0,0.0
12.704986989498138,0.0,0.0
-15.137066449970007,0.0,0.0
