cov,delta,correlation,delta_root
19.00515518140037,0.28673593547734266,0.2728022462643843,0.5354772968832037
-63.08355650125304,0.01153792893291981,-0.11825301719326385,0.1074147519334277
-151.79549010982737,0.0018888143566214112,-0.16590535847027918,0.04346049190496365
492.1813249764964,0.000502526226139307,0.32992402745234994,0.02241709673751949
3222.8223991002887,0.0005365974609619119,0.511438296778311,0.023164573403408745
5838.3794044703245,0.00040736684742774445,0.6422511246003186,0.020183330929946734
13924.031422048807,0.00032994927446226873,0.764695886517981,0.018164505896452805
30888.627658613026,0.00014757238570860406,0.892868048328062,0.012147937508425207
32739.091086432338,0.00019236089661034102,0.8576925723288812,0.013869423081380892
59305.9164673388,0.00015860345578192652,0.9242286248253513,0.012593786395755906
55112.571055456996,0.00016986666686285515,0.8516733128791613,0.013033290715044115
82029.44941267371,3.647351448553488e-05,0.9805957883345788,0.006039330632241861
82783.25516970456,7.438826303915653e-05,0.9537058487286969,0.008624863073646823
112436.58149556816,0.00010367304588240322,0.9571698281048644,0.010181996163935794
94972.41869668663,0.00018062428280227302,0.9117854025439462,0.013439653373590892
90972.04463613033,0.0001478817608795693,0.9263994356716403,0.012160664491694905
85599.88234198093,0.00017744035685451952,0.9248694551091623,0.013320674039046205
91677.16560673714,0.00024179916898730983,0.9625192095731002,0.015549892893113761
88948.49021244794,0.00016189028751487132,0.9517755825033083,0.012723611417945431
88236.36686572433,0.00011477329003234176,0.970661322253795,0.010713229673275084
80043.99441493303,0.00021783652217205376,0.9522298666306103,0.01475928596416689
63860.84506271407,0.0002250451486541542,0.9555413985198925,0.015001504879649715
65556.03354946524,0.0006225998159762099,0.916892598932412,0.024951950143750488
48745.799765052274,0.0006260019935477035,0.9240194321618967,0.02502003184545742
44601.769359920174,0.0011856306241572207,0.880915200438828,0.034432987441655724
41356.979942713864,0.0007101679802422566,0.9472159938450893,0.026648977095608314
30584.780711597763,0.0007049415746038235,0.967776970059684,0.026550735858047767
30786.9675227399,0.001069731289143231,0.953797956284569,0.0327067468443933
21159.800302870804,0.0028721180481087356,0.9282443606598143,0.053592145395652296
16804.147464749403,0.0029293074819007614,0.9662908919208318,0.05412307716585192
12143.660525672021,0.0059505797807252805,0.9235552175246925,0.07714000117141094
13206.565320958383,0.004400403682753032,0.946031199626088,0.06633553861055952
8256.888044544117,0.008159620593358494,0.9126868004841354,0.09033061824961951
4216.037909848135,0.02717938051980802,0.773230341721825,0.1648617011916595
4449.93865876607,1.30957266129654,0.7115227030197983,0.0
2622.8429619120216,0.14140303757195571,0.9392724894382772,0.0
1875.458684919031,0.7318912311879109,0.6706226404046371,0.0
633.7187268343059,0.2924515053787353,0.5996341634375247,0.0
445.2540644395367,0.314253245613789,0.493211206141889,0.0
-200.26416778340922,0.6292250181191121,-0.3003771125178874,0.0
96.61138540051877,0.13689184616708708,0.33811531798946004,0.0
11.088889970444143,0.07123545512110789,0.10528137859899757,0.0
16.912801906540984,0.03699404856811677,0.3864693894006218,0.0
3.8551846952550113,0.014886508611946927,0.21888137600402693,0.0
-1.0752262337133285,0.01481249899108391,-0.06150140769110007,0.0
0.19889200247824193,0.006954871902070674,0.10546855794294374,0.0
0.0,0.01530946765088783,,0.0
-0.3272796430625022,0.005544289094299104,-0.16102424589264355,0.0
