target_mean,target_std,multiply_mean
28.6,4.386342439892262,635.399159685336
337.3,18.40135864549137,114761.28819058239
1056.0,29.03446228191595,1096156.2002217888
2167.1,50.77883417330493,4585800.315189267
3488.8,90.69818079763232,12081514.521134377
5131.1,135.65209176418915,25812731.085701037
6519.0,177.92526520986277,42197057.90932727
7906.3,208.20521127003522,62651106.29989286
9135.5,236.0992376099508,82850640.71232224
10105.3,298.0865813819871,101500522.4423728
10679.6,260.95026346030005,114148699.8163217
11066.6,306.9573911799486,122724873.61262569
11231.0,313.17343437782205,126422367.54662022
10940.6,368.40635173677447,119528487.30812475
10606.0,301.3121305224866,112982143.84449773
9948.6,306.9358890713173,99251192.03824352
9308.3,285.44037906364963,87160901.52444273
8595.2,365.29763207554464,73783541.19751595
7784.2,292.5733412325873,60081729.67870005
6912.4,295.72764497084137,47555232.28823059
6048.5,288.44904229343524,36167293.5235336
5281.1,267.4140796592431,28004391.92124771
4490.7,254.77011206183508,20197126.31903587
3854.2,211.90837642717196,15089982.19547165
3188.5,232.0604447121482,10098888.860066175
2596.9,202.26984451469775,6873167.829110739
2099.7,194.65613270585646,4447658.073530072
1692.2,175.24713977694472,2916269.056457133
1332.6,172.93594189757087,1810807.6602407624
1003.0,153.06403888568994,1038928.7426773593
789.2,135.61474846048273,644796.9806465937
626.0,110.20072595042194,417141.0704438241
458.0,91.37724005462191,235519.16106170864
325.4,74.89485963669335,122432.79112395695
249.0,69.2661533506806,71574.86762273237
175.2,55.110434583661196,36918.9759744585
129.6,43.2393339449164,20572.79731689468
86.5,32.668792447839266,8431.481533347443
62.4,29.759704299606206,4728.2413712315265
38.3,20.391419764204745,1186.1171399362386
23.4,14.164744967700619,693.9226546061691
11.7,7.963039620647383,154.24210338378325
6.2,3.736308338453881,54.24516660384834
2.1,2.5475478405713994,5.708789275586605
2.0,3.0,6.503916783444583
0.2,0.4000000000000001,-0.23328384663909674
0.0,0.0,0.0
0.5,0.5,0.11202086191624402
