,0
0,0.0
1,125.0
2,3967.0
3,13855.0
4,24357.0
5,30279.0
6,31485.0
7,27084.0
8,21583.0
9,15365.0
10,9982.0
11,5707.0
12,3089.0
13,1520.0
14,664.0
15,255.0
16,109.0
17,17.0
18,2.0
19,0.0
